AGE,FITNESS_CLASS_NAME,GENDER,MARITAL_STATUS,PROFESSION,SIGN_UP_REASON
44.0,Pilates,M,Married,Other,Tone
44.0,Pilates,M,Married,Other,Maintain
28.0,Yoga,F,Married,Other,Lose Weight
28.0,Yoga,F,Married,Other,Tone
26.0,Bodybuilding Bootcamp,M,Unspecified,Other,Build Muscle
26.0,Bodybuilding Bootcamp,M,Unspecified,Other,Build Muscle
26.0,Yoga,M,Unspecified,Other,Tone
26.0,Yoga,M,Unspecified,Other,Tone
26.0,Bodybuilding Bootcamp,M,Unspecified,Other,Build Muscle
26.0,Yoga,M,Unspecified,Other,Tone
43.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
43.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
39.0,Yoga,M,Married,Other,Tone
35.0,Zumba,F,Single,Professional,Build Muscle
35.0,Zumba,F,Single,Professional,Lose Weight
29.0,Zumba,F,Single,Professional,Lose Weight
29.0,Zumba,F,Single,Professional,Tone
23.0,Yoga,M,Single,Sales,Tone
23.0,Zumba,M,Single,Sales,Build Muscle
30.0,Bodybuilding Bootcamp,F,Married,Other,Maintain
30.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
30.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
30.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
23.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
23.0,Bodybuilding Bootcamp,M,Single,Trades,Tone
23.0,Bodybuilding Bootcamp,M,Single,Trades,Build Muscle
33.0,Yoga,M,Single,Trades,Tone
33.0,Yoga,M,Single,Trades,Tone
33.0,Yoga,M,Single,Trades,Tone
33.0,Yoga,M,Single,Trades,Tone
47.0,Pilates,M,Married,Other,Lose Weight
47.0,Pilates,M,Married,Other,Tone
47.0,Pilates,M,Married,Other,Maintain
29.0,Zumba,F,Single,Other,Lose Weight
29.0,Pilates,F,Single,Other,Tone
29.0,Zumba,F,Single,Other,Lose Weight
24.0,Zumba,M,Single,Student,Lose Weight
24.0,Zumba,M,Single,Student,Lose Weight
38.0,Yoga,M,Single,Other,Maintain
38.0,Yoga,M,Single,Other,Build Muscle
38.0,Yoga,M,Single,Other,Maintain
38.0,Yoga,M,Single,Other,Tone
33.0,Bodybuilding Bootcamp,M,Unspecified,Sales,Build Muscle
33.0,Bodybuilding Bootcamp,M,Unspecified,Sales,Build Muscle
33.0,Bodybuilding Bootcamp,M,Unspecified,Sales,Build Muscle
28.0,Yoga,F,Unspecified,Other,Build Muscle
28.0,Yoga,F,Unspecified,Other,Tone
28.0,Yoga,F,Unspecified,Other,Tone
28.0,Yoga,F,Unspecified,Other,Tone
28.0,Yoga,F,Unspecified,Other,Maintain
29.0,Zumba,F,Single,Other,Lose Weight
29.0,Zumba,F,Single,Other,Build Muscle
31.0,Zumba,F,Single,Retail,Lose Weight
31.0,Zumba,F,Single,Retail,Build Muscle
19.0,Yoga,M,Single,Retail,Tone
19.0,Yoga,M,Single,Retail,Tone
19.0,Yoga,M,Single,Retail,Tone
28.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
28.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
28.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
28.0,Yoga,F,Single,Other,Tone
59.0,Zumba,F,Married,Retired,Lose Weight
59.0,Zumba,F,Married,Retired,Lose Weight
59.0,Spin Class,F,Married,Retired,Tone
18.0,Zumba,F,Single,Professional,Lose Weight
18.0,Zumba,F,Single,Professional,Lose Weight
22.0,Yoga,M,Single,Other,Build Muscle
22.0,Yoga,M,Single,Other,Tone
22.0,Yoga,M,Single,Other,Tone
35.0,Yoga,M,Single,Sales,Tone
35.0,Yoga,M,Single,Sales,Tone
35.0,Yoga,M,Single,Sales,Maintain
35.0,Yoga,M,Single,Sales,Tone
35.0,Yoga,M,Single,Sales,Tone
35.0,Yoga,M,Single,Sales,Tone
35.0,Pilates,M,Single,Sales,Tone
39.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
39.0,Yoga,M,Married,Other,Tone
28.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
28.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
28.0,Bodybuilding Bootcamp,M,Married,Executive,Maintain
37.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
37.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
67.0,Spin Class,F,Married,Other,Lose Weight
19.0,Zumba,M,Single,Student,Lose Weight
59.0,Zumba,F,Unspecified,Hospitality,Build Muscle
50.0,Yoga,F,Married,Other,Tone
50.0,Yoga,F,Married,Other,Tone
25.0,Zumba,F,Single,Professional,Lose Weight
22.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
22.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
34.0,Zumba,F,Married,Professional,Lose Weight
34.0,Zumba,F,Married,Professional,Lose Weight
22.0,Zumba,F,Single,Retail,Lose Weight
28.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
28.0,Zumba,M,Single,Professional,Lose Weight
33.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
38.0,Zumba,F,Single,Professional,Lose Weight
23.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
23.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
32.0,Zumba,F,Single,Other,Lose Weight
26.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
26.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
43.0,Yoga,M,Married,Professional,Tone
43.0,Yoga,M,Married,Professional,Tone
45.0,Bodybuilding Bootcamp,F,Married,Sales,Build Muscle
30.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
30.0,Bodybuilding Bootcamp,M,Single,Professional,Maintain
50.0,Yoga,M,Married,Professional,Tone
50.0,Yoga,M,Married,Professional,Tone
50.0,Yoga,M,Married,Professional,Tone
20.0,Zumba,M,Single,Sales,Lose Weight
33.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
44.0,Yoga,F,Married,Other,Build Muscle
44.0,Yoga,F,Married,Other,Tone
31.0,Yoga,M,Single,Sales,Tone
31.0,Yoga,M,Single,Sales,Tone
26.0,Yoga,F,Married,Sales,Tone
36.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
42.0,Bodybuilding Bootcamp,M,Married,Executive,Lose Weight
27.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
31.0,Yoga,M,Single,Trades,Tone
31.0,Yoga,M,Single,Trades,Tone
31.0,Yoga,M,Single,Trades,Tone
33.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
51.0,Pilates,M,Unspecified,Other,Tone
51.0,Pilates,M,Unspecified,Other,Tone
38.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
68.0,Zumba,F,Married,Other,Build Muscle
68.0,Yoga,F,Married,Other,Tone
35.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
35.0,Zumba,M,Married,Sales,Lose Weight
27.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
26.0,Zumba,F,Single,Professional,Lose Weight
26.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
34.0,Bodybuilding Bootcamp,M,Unspecified,Professional,Build Muscle
29.0,Bodybuilding Bootcamp,M,Unspecified,Other,Build Muscle
27.0,Yoga,M,Single,Trades,Tone
36.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
36.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
47.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
48.0,Zumba,F,Unspecified,Hospitality,Build Muscle
25.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
25.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
31.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
31.0,Spin Class,F,Married,Hospitality,Lose Weight
36.0,Bodybuilding Bootcamp,F,Married,Executive,Lose Weight
39.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
43.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
43.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
26.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
19.0,Zumba,F,Single,Retail,Build Muscle
47.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
47.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
27.0,Zumba,F,Single,Professional,Lose Weight
39.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
39.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
41.0,Bodybuilding Bootcamp,F,Married,Sales,Build Muscle
23.0,Zumba,F,Single,Professional,Lose Weight
66.0,Zumba,F,Married,Retired,Lose Weight
40.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
43.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
43.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
34.0,Zumba,F,Married,Professional,Lose Weight
34.0,Zumba,F,Married,Professional,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
24.0,Zumba,F,Single,Student,Maintain
53.0,Yoga,F,Married,Other,Maintain
53.0,Yoga,F,Married,Other,Tone
53.0,Yoga,F,Married,Other,Tone
29.0,Bodybuilding Bootcamp,M,Single,Executive,Lose Weight
20.0,Yoga,M,Single,Sales,Tone
20.0,Yoga,M,Single,Sales,Tone
54.0,Zumba,F,Married,Retired,Lose Weight
54.0,Zumba,F,Married,Retired,Lose Weight
37.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
66.0,Yoga,F,Married,Other,Lose Weight
21.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
21.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
40.0,Pilates,M,Married,Retired,Tone
40.0,Pilates,M,Married,Retired,Maintain
46.0,Yoga,M,Married,Professional,Lose Weight
46.0,Yoga,M,Married,Professional,Tone
21.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
40.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
40.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
52.0,Pilates,F,Married,Other,Tone
52.0,Pilates,F,Married,Other,Tone
52.0,Yoga,F,Married,Other,Tone
52.0,Yoga,F,Married,Other,Tone
25.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
25.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
30.0,Bodybuilding Bootcamp,M,Single,Student,Lose Weight
30.0,Zumba,M,Single,Student,Lose Weight
30.0,Zumba,M,Single,Student,Build Muscle
26.0,Zumba,F,Single,Other,Build Muscle
45.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
45.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
37.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
33.0,Zumba,F,Married,Professional,Lose Weight
30.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Sales,Tone
28.0,Zumba,F,Single,Other,Lose Weight
22.0,Yoga,M,Single,Other,Tone
22.0,Yoga,M,Single,Other,Tone
54.0,Pilates,F,Married,Other,Tone
49.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
20.0,Yoga,M,Single,Other,Tone
20.0,Yoga,M,Single,Other,Tone
28.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
28.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
30.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
23.0,Zumba,M,Single,Student,Maintain
30.0,Zumba,F,Single,Other,Build Muscle
24.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
23.0,Spin Class,M,Single,Student,Lose Weight
23.0,Zumba,M,Single,Student,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Executive,Tone
19.0,Zumba,F,Single,Sales,Build Muscle
47.0,Yoga,F,Married,Other,Build Muscle
48.0,Pilates,M,Married,Retired,Tone
39.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
44.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
44.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
44.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
44.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
44.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
31.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
26.0,Zumba,F,Single,Sales,Lose Weight
32.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
32.0,Yoga,M,Single,Other,Tone
30.0,Yoga,M,Single,Trades,Tone
30.0,Yoga,M,Single,Trades,Tone
30.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
48.0,Zumba,F,Married,Retired,Build Muscle
37.0,Zumba,F,Single,Retail,Lose Weight
53.0,Pilates,M,Unspecified,Other,Tone
53.0,Zumba,M,Unspecified,Other,Lose Weight
44.0,Pilates,M,Married,Executive,Maintain
44.0,Pilates,M,Married,Executive,Tone
20.0,Yoga,M,Single,Other,Tone
20.0,Yoga,M,Single,Other,Tone
20.0,Yoga,M,Single,Other,Tone
20.0,Yoga,M,Single,Other,Tone
20.0,Yoga,M,Single,Other,Tone
20.0,Yoga,M,Single,Other,Tone
20.0,Yoga,M,Single,Other,Maintain
45.0,Pilates,M,Married,Retired,Tone
45.0,Pilates,M,Married,Retired,Tone
45.0,Pilates,M,Married,Retired,Tone
45.0,Pilates,M,Married,Retired,Tone
40.0,Pilates,M,Married,Retired,Tone
40.0,Pilates,M,Married,Retired,Tone
40.0,Pilates,M,Married,Retired,Tone
40.0,Pilates,M,Married,Retired,Lose Weight
40.0,Pilates,M,Married,Retired,Maintain
26.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
26.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
26.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
21.0,Zumba,F,Single,Retail,Lose Weight
21.0,Bodybuilding Bootcamp,F,Single,Retail,Build Muscle
21.0,Spin Class,F,Single,Retail,Build Muscle
34.0,Yoga,M,Single,Trades,Tone
34.0,Yoga,M,Single,Trades,Build Muscle
34.0,Yoga,M,Single,Trades,Tone
28.0,Yoga,F,Married,Other,Tone
28.0,Yoga,F,Married,Other,Tone
28.0,Yoga,F,Married,Other,Tone
43.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
43.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
43.0,Pilates,F,Married,Other,Build Muscle
43.0,Pilates,F,Married,Other,Tone
33.0,Yoga,M,Single,Trades,Tone
33.0,Yoga,M,Single,Trades,Tone
33.0,Yoga,M,Single,Trades,Tone
33.0,Yoga,M,Single,Trades,Tone
31.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
31.0,Yoga,F,Married,Other,Lose Weight
31.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
31.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
31.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
27.0,Zumba,M,Single,Other,Lose Weight
27.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
27.0,Bodybuilding Bootcamp,M,Single,Other,Maintain
48.0,Bodybuilding Bootcamp,F,Unspecified,Hospitality,Build Muscle
48.0,Zumba,F,Unspecified,Hospitality,Lose Weight
48.0,Zumba,F,Unspecified,Hospitality,Build Muscle
38.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
38.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
38.0,Bodybuilding Bootcamp,F,Married,Other,Tone
46.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
46.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
46.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
46.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
46.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
46.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
20.0,Yoga,M,Single,Other,Tone
20.0,Yoga,M,Single,Other,Tone
34.0,Bodybuilding Bootcamp,M,Married,Professional,Build Muscle
34.0,Yoga,M,Married,Professional,Tone
34.0,Yoga,M,Married,Professional,Tone
34.0,Yoga,M,Married,Professional,Tone
34.0,Zumba,M,Married,Professional,Lose Weight
29.0,Zumba,F,Single,Professional,Build Muscle
29.0,Zumba,F,Single,Professional,Lose Weight
44.0,Yoga,M,Married,Professional,Tone
44.0,Yoga,M,Married,Professional,Tone
44.0,Yoga,M,Married,Professional,Tone
25.0,Bodybuilding Bootcamp,M,Married,Other,Lose Weight
25.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
20.0,Yoga,M,Single,Sales,Tone
20.0,Yoga,M,Single,Sales,Tone
20.0,Bodybuilding Bootcamp,M,Single,Sales,Tone
41.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
35.0,Zumba,F,Unspecified,Hospitality,Lose Weight
35.0,Bodybuilding Bootcamp,F,Unspecified,Hospitality,Build Muscle
28.0,Yoga,F,Married,Other,Tone
28.0,Yoga,F,Married,Other,Tone
23.0,Zumba,F,Single,Student,Lose Weight
23.0,Zumba,F,Single,Student,Lose Weight
33.0,Yoga,M,Single,Other,Tone
33.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
33.0,Yoga,M,Single,Other,Tone
33.0,Yoga,M,Single,Other,Tone
23.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
23.0,Yoga,M,Single,Other,Tone
44.0,Yoga,F,Married,Other,Tone
44.0,Yoga,F,Married,Other,Tone
44.0,Yoga,F,Married,Other,Build Muscle
44.0,Yoga,F,Married,Other,Tone
44.0,Yoga,F,Married,Other,Tone
39.0,Yoga,M,Single,Professional,Tone
39.0,Yoga,M,Single,Professional,Lose Weight
39.0,Yoga,M,Single,Professional,Tone
29.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
29.0,Bodybuilding Bootcamp,M,Single,Other,Tone
24.0,Yoga,F,Single,Other,Tone
24.0,Yoga,F,Single,Other,Tone
24.0,Spin Class,F,Single,Other,Lose Weight
20.0,Zumba,F,Single,Professional,Build Muscle
20.0,Zumba,F,Single,Professional,Lose Weight
66.0,Yoga,F,Married,Other,Tone
66.0,Yoga,F,Married,Other,Tone
28.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
28.0,Yoga,M,Single,Professional,Tone
25.0,Yoga,F,Unspecified,Other,Tone
25.0,Yoga,F,Unspecified,Other,Tone
25.0,Yoga,F,Unspecified,Other,Lose Weight
44.0,Yoga,M,Single,Sales,Tone
44.0,Yoga,M,Single,Sales,Tone
44.0,Bodybuilding Bootcamp,M,Single,Sales,Build Muscle
19.0,Zumba,F,Single,Sales,Build Muscle
19.0,Zumba,F,Single,Sales,Lose Weight
26.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
26.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
26.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
26.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
26.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
20.0,Yoga,M,Single,Sales,Tone
25.0,Zumba,F,Single,Retail,Build Muscle
25.0,Zumba,F,Single,Retail,Lose Weight
52.0,Yoga,F,Married,Other,Tone
52.0,Yoga,F,Married,Other,Tone
21.0,Zumba,F,Single,Other,Lose Weight
58.0,Pilates,M,Married,Other,Tone
36.0,Zumba,F,Unspecified,Hospitality,Lose Weight
36.0,Zumba,F,Unspecified,Hospitality,Lose Weight
33.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
44.0,Zumba,F,Unspecified,Hospitality,Lose Weight
26.0,Bodybuilding Bootcamp,F,Married,Retail,Build Muscle
36.0,Bodybuilding Bootcamp,F,Married,Executive,Tone
36.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
27.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
27.0,Spin Class,F,Single,Other,Lose Weight
42.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
42.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
36.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
36.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
36.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
38.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
19.0,Zumba,F,Single,Professional,Maintain
37.0,Zumba,F,Single,Professional,Lose Weight
25.0,Bodybuilding Bootcamp,F,Married,Executive,Tone
22.0,Zumba,M,Single,Student,Lose Weight
21.0,Yoga,M,Single,Other,Tone
39.0,Yoga,M,Single,Other,Tone
39.0,Yoga,M,Single,Other,Lose Weight
33.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
44.0,Pilates,M,Married,Sales,Tone
44.0,Pilates,M,Married,Sales,Tone
44.0,Pilates,M,Married,Sales,Tone
24.0,Bodybuilding Bootcamp,F,Single,Professional,Build Muscle
24.0,Zumba,F,Single,Professional,Lose Weight
35.0,Yoga,M,Married,Professional,Tone
38.0,Bodybuilding Bootcamp,M,Married,Sales,Maintain
38.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
28.0,Bodybuilding Bootcamp,F,Single,Other,Tone
26.0,Bodybuilding Bootcamp,M,Single,Other,Tone
27.0,Zumba,F,Single,Other,Build Muscle
33.0,Zumba,F,Single,Professional,Lose Weight
36.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
36.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
36.0,Bodybuilding Bootcamp,F,Married,Executive,Build Muscle
41.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
25.0,Pilates,M,Married,Professional,Tone
26.0,Zumba,F,Single,Sales,Lose Weight
27.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
27.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
26.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
26.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
26.0,Bodybuilding Bootcamp,M,Married,Other,Lose Weight
38.0,Yoga,M,Single,Other,Tone
38.0,Yoga,M,Single,Other,Tone
31.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
29.0,Yoga,M,Single,Sales,Tone
52.0,Yoga,M,Married,Professional,Build Muscle
52.0,Yoga,M,Married,Professional,Tone
52.0,Yoga,M,Married,Professional,Tone
33.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
22.0,Yoga,M,Single,Sales,Build Muscle
22.0,Yoga,M,Single,Sales,Tone
44.0,Yoga,F,Married,Other,Tone
44.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
39.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
40.0,Yoga,M,Married,Professional,Lose Weight
40.0,Yoga,M,Married,Professional,Tone
40.0,Pilates,M,Married,Professional,Tone
24.0,Zumba,F,Single,Professional,Lose Weight
35.0,Bodybuilding Bootcamp,F,Unspecified,Hospitality,Build Muscle
35.0,Zumba,F,Unspecified,Hospitality,Lose Weight
28.0,Bodybuilding Bootcamp,M,Single,Executive,Build Muscle
28.0,Bodybuilding Bootcamp,M,Single,Executive,Maintain
27.0,Yoga,F,Single,Other,Tone
27.0,Yoga,F,Single,Other,Build Muscle
26.0,Bodybuilding Bootcamp,M,Single,Other,Build Muscle
35.0,Zumba,F,Single,Professional,Build Muscle
25.0,Zumba,F,Single,Sales,Maintain
33.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
25.0,Zumba,M,Married,Professional,Lose Weight
36.0,Zumba,F,Married,Professional,Build Muscle
24.0,Pilates,F,Single,Other,Tone
24.0,Bodybuilding Bootcamp,F,Single,Other,Build Muscle
25.0,Zumba,F,Single,Other,Lose Weight
41.0,Bodybuilding Bootcamp,F,Married,Sales,Build Muscle
32.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
22.0,Bodybuilding Bootcamp,M,Single,Student,Build Muscle
22.0,Zumba,M,Single,Student,Lose Weight
30.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
30.0,Bodybuilding Bootcamp,F,Married,Hospitality,Build Muscle
41.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
41.0,Yoga,M,Married,Executive,Tone
41.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
41.0,Yoga,M,Married,Executive,Tone
37.0,Bodybuilding Bootcamp,F,Married,Sales,Build Muscle
35.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
34.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
34.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
35.0,Bodybuilding Bootcamp,F,Single,Retail,Build Muscle
35.0,Bodybuilding Bootcamp,F,Single,Retail,Build Muscle
35.0,Bodybuilding Bootcamp,F,Single,Retail,Build Muscle
41.0,Bodybuilding Bootcamp,F,Married,Other,Build Muscle
33.0,Bodybuilding Bootcamp,M,Married,Sales,Build Muscle
41.0,Pilates,F,Married,Other,Build Muscle
32.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
32.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
32.0,Bodybuilding Bootcamp,M,Married,Executive,Build Muscle
27.0,Bodybuilding Bootcamp,M,Single,Professional,Build Muscle
19.0,Zumba,F,Single,Other,Build Muscle
19.0,Yoga,F,Single,Other,Tone
33.0,Yoga,F,Married,Professional,Tone
28.0,Zumba,F,Single,Retail,Build Muscle
43.0,Bodybuilding Bootcamp,M,Married,Other,Build Muscle
22.0,Zumba,F,Single,Other,Lose Weight
32.0,Bodybuilding Bootcamp,M,Married,Trades,Build Muscle
42.0,Bodybuilding Bootcamp,F,Married,Executive,Maintain
